"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
        Negative test: Create booking without required firstname field.
        Should return 400 Bad Request with validation error.
        ","8","POST /booking - Create booking without firstname field (400)","tests.booking","Tue Jan 20 11:39:22 UTC 2026","passed","Tue Jan 20 11:39:22 UTC 2026","TestBooking","test_booking","",""
"
        Positive test: Use convenience method delete_booking().
        Method doesn't return a model (only validates status).
        ","23","DELETE /booking/{id} - High-level method for deleting booking","tests.booking","Tue Jan 20 11:39:25 UTC 2026","passed","Tue Jan 20 11:39:25 UTC 2026","TestPrivateBooking","test_private_booking","",""
"
        Positive test: High-level validate method.
        Returns True for valid token.
        ","13","POST /auth/validate - High-level method returns True for valid token","tests.auth","Tue Jan 20 11:39:21 UTC 2026","passed","Tue Jan 20 11:39:21 UTC 2026","TestAuthentication","test_authentication","",""
"","26","test_check_health[service2]","tests","Tue Jan 20 11:39:25 UTC 2026","passed","Tue Jan 20 11:39:25 UTC 2026","TestHealth","test_api_health","",""
"
        Negative test: Attempt to delete booking without authentication.
        Should return 403 Forbidden.
        ","13","DELETE /booking/{id} - Delete booking without authentication (403)","tests.booking","Tue Jan 20 11:39:25 UTC 2026","passed","Tue Jan 20 11:39:25 UTC 2026","TestPrivateBooking","test_private_booking","",""
"
        Negative test: High-level validate method.
        Returns False for empty/null token.
        ","0","POST /auth/validate - High-level method returns False for empty/null token","tests.auth","Tue Jan 20 11:39:21 UTC 2026","passed","Tue Jan 20 11:39:21 UTC 2026","TestAuthentication","test_authentication","",""
"
        Negative test: Get summary with non-numeric roomid.
        API returns 500 INTERNAL_SERVER_ERROR.
        ","8","GET /booking/summary - Invalid roomid (non-number) (500)","tests.booking","Tue Jan 20 11:39:23 UTC 2026","passed","Tue Jan 20 11:39:23 UTC 2026","TestBooking","test_booking","",""
"
        Positive test: Use convenience method get_booking().
        Returns parsed Pydantic model BookingSchema.
        ","13","GET /booking/{id} - High-level method for retrieving specific booking","tests.booking","Tue Jan 20 11:39:24 UTC 2026","passed","Tue Jan 20 11:39:24 UTC 2026","TestPrivateBooking","test_private_booking","",""
"
        Negative test: Attempt to retrieve booking without authentication.
        Should return 403 Forbidden.
        ","13","GET /booking/{id} - Retrieve booking without authentication (403)","tests.booking","Tue Jan 20 11:39:24 UTC 2026","passed","Tue Jan 20 11:39:24 UTC 2026","TestPrivateBooking","test_private_booking","",""
"
        Negative test: Filter bookings with non-numeric roomid values.
        API returns 500 INTERNAL_SERVER_ERROR for invalid room ID format.
        ","17","GET /booking?roomid=one - Invalid room ID format (500)","tests.booking","Tue Jan 20 11:39:23 UTC 2026","passed","Tue Jan 20 11:39:23 UTC 2026","TestPrivateBooking","test_private_booking","",""
"
        Negative test: High-level logout method for already logged out token.
        Returns False for second logout attempt.
        ","17","POST /auth/logout - High-level method returns False for second logout","tests.auth","Tue Jan 20 11:39:21 UTC 2026","passed","Tue Jan 20 11:39:21 UTC 2026","TestAuthentication","test_authentication","",""
"","26","test_check_health[service5]","tests","Tue Jan 20 11:39:25 UTC 2026","passed","Tue Jan 20 11:39:25 UTC 2026","TestHealth","test_api_health","",""
"
        Negative test: Get summary with non-numeric roomid.
        API returns 500 INTERNAL_SERVER_ERROR.
        ","11","GET /booking/summary - Invalid roomid (non-number) (500)","tests.booking","Tue Jan 20 11:39:23 UTC 2026","passed","Tue Jan 20 11:39:23 UTC 2026","TestBooking","test_booking","",""
"
        Negative test: Delete already deleted booking (idempotent operation).
        Should return 404 Not Found on second attempt.
        ","24","DELETE /booking/{id} - Delete already deleted booking (404)","tests.booking","Tue Jan 20 11:39:25 UTC 2026","passed","Tue Jan 20 11:39:25 UTC 2026","TestPrivateBooking","test_private_booking","",""
"
        Negative test: Update booking with non-existent ID.
        Should return 404 Not Found.
        ","16","PUT /booking/9999 - Update non-existent booking (404)","tests.booking","Tue Jan 20 11:39:24 UTC 2026","passed","Tue Jan 20 11:39:24 UTC 2026","TestPrivateBooking","test_private_booking","",""
"
        Positive test: Retrieve specific booking by booking ID.
        Validates response matches the created booking data.
        ","25","GET /booking/{id} - Retrieve specific booking by ID","tests.booking","Tue Jan 20 11:39:24 UTC 2026","passed","Tue Jan 20 11:39:24 UTC 2026","TestPrivateBooking","test_private_booking","",""
"
        Negative test: High-level validate method.
        Returns False for invalid token.
        ","6","POST /auth/validate - High-level method returns False for invalid token","tests.auth","Tue Jan 20 11:39:21 UTC 2026","passed","Tue Jan 20 11:39:21 UTC 2026","TestAuthentication","test_authentication","",""
"
        Negative test: Attempt to update booking without authentication.
        Should return 403 Forbidden.
        ","16","PUT /booking/{id} - Update booking without authentication (403)","tests.booking","Tue Jan 20 11:39:24 UTC 2026","passed","Tue Jan 20 11:39:24 UTC 2026","TestPrivateBooking","test_private_booking","",""
"
        Positive test: Retrieve all bookings with valid authentication.
        Validates response structure and JSON schema compliance.
        ","28","GET /booking - Retrieve all bookings successfully","tests.booking","Tue Jan 20 11:39:23 UTC 2026","passed","Tue Jan 20 11:39:23 UTC 2026","TestPrivateBooking","test_private_booking","",""
"
        Negative test: Delete booking with non-existent ID.
        Should return 404 Not Found.
        ","17","DELETE /booking/9999 - Delete non-existent booking (404)","tests.booking","Tue Jan 20 11:39:25 UTC 2026","passed","Tue Jan 20 11:39:25 UTC 2026","TestPrivateBooking","test_private_booking","",""
"
        Negative test: Check availability with invalid date format.
        API returns 500 INTERNAL_SERVER_ERROR.
        ","9","GET /booking/unavailable - Invalid date format (500)","tests.booking","Tue Jan 20 11:39:22 UTC 2026","passed","Tue Jan 20 11:39:22 UTC 2026","TestBooking","test_booking","",""
"
        Positive test: Get summary with non-positive roomid.
        API returns 200 OK with empty bookings list.
        ","10","GET /booking/summary - Get summary with non-positive roomid (empty list)","tests.booking","Tue Jan 20 11:39:23 UTC 2026","passed","Tue Jan 20 11:39:23 UTC 2026","TestBooking","test_booking","",""
"
        Positive test: Get summary with non-positive roomid.
        API returns 200 OK with empty bookings list.
        ","11","GET /booking/summary - Get summary with non-positive roomid (empty list)","tests.booking","Tue Jan 20 11:39:23 UTC 2026","passed","Tue Jan 20 11:39:23 UTC 2026","TestBooking","test_booking","",""
"
        Negative test: Check availability with missing required parameter.
        Should return 400 Bad Request.
        ","8","GET /booking/unavailable - Missing checkout parameter (400)","tests.booking","Tue Jan 20 11:39:22 UTC 2026","passed","Tue Jan 20 11:39:22 UTC 2026","TestBooking","test_booking","",""
"
        Negative test: Get summary with non-numeric roomid.
        API returns 500 INTERNAL_SERVER_ERROR.
        ","8","GET /booking/summary - Invalid roomid (non-number) (500)","tests.booking","Tue Jan 20 11:39:23 UTC 2026","passed","Tue Jan 20 11:39:23 UTC 2026","TestBooking","test_booking","",""
"
        Positive test: High-level logout method.
        Returns True for successful logout.
        ","16","POST /auth/logout - High-level method returns True for valid token","tests.auth","Tue Jan 20 11:39:21 UTC 2026","passed","Tue Jan 20 11:39:21 UTC 2026","TestAuthentication","test_authentication","",""
"
        Negative test: Create booking with roomid=0 (must be >=1).
        Should return 400 Bad Request with validation error.
        ","30","POST /booking - Create booking with roomid=0 (400)","tests.booking","Tue Jan 20 11:39:22 UTC 2026","passed","Tue Jan 20 11:39:22 UTC 2026","TestBooking","test_booking","",""
"
        Negative test: High-level logout method with invalid token.
        Returns False for invalid token.
        ","6","POST /auth/logout - High-level method returns False for invalid token","tests.auth","Tue Jan 20 11:39:21 UTC 2026","passed","Tue Jan 20 11:39:22 UTC 2026","TestAuthentication","test_authentication","",""
"
        Positive test: Get summary with non-positive roomid.
        API returns 200 OK with empty bookings list.
        ","13","GET /booking/summary - Get summary with non-positive roomid (empty list)","tests.booking","Tue Jan 20 11:39:23 UTC 2026","passed","Tue Jan 20 11:39:23 UTC 2026","TestBooking","test_booking","",""
"
        Negative test: Filter bookings with non-numeric roomid values.
        API returns 500 INTERNAL_SERVER_ERROR for invalid room ID format.
        ","15","GET /booking?roomid=abc123 - Invalid room ID format (500)","tests.booking","Tue Jan 20 11:39:23 UTC 2026","passed","Tue Jan 20 11:39:23 UTC 2026","TestPrivateBooking","test_private_booking","",""
"
        Negative test: Get summary without required roomid parameter.
        Should return 400 Bad Request.
        ","7","GET /booking/summary - Missing roomid parameter (400)","tests.booking","Tue Jan 20 11:39:23 UTC 2026","passed","Tue Jan 20 11:39:23 UTC 2026","TestBooking","test_booking","",""
"
        Positive test: Get booking summary for existing room ID.
        Validates response structure and JSON schema.
        ","17","GET /booking/summary - Get booking summary for valid room ID","tests.booking","Tue Jan 20 11:39:22 UTC 2026","passed","Tue Jan 20 11:39:22 UTC 2026","TestBooking","test_booking","",""
"
        Negative test: Check availability with non-existent date.
        API returns 500 INTERNAL_SERVER_ERROR.
        ","12","GET /booking/unavailable - Invalid date (non-existent day) (500)","tests.booking","Tue Jan 20 11:39:22 UTC 2026","passed","Tue Jan 20 11:39:22 UTC 2026","TestBooking","test_booking","",""
"
        Positive test: Raw API logout method.
        Validates status code 200.
        ","14","POST /auth/logout - Raw API method returns 200 for valid token","tests.auth","Tue Jan 20 11:39:21 UTC 2026","passed","Tue Jan 20 11:39:21 UTC 2026","TestAuthentication","test_authentication","",""
"
        Positive test: Create booking with full validation.
        Validates response structure and JSON schema compliance.
        ","438","POST /booking - Create booking successfully (201)","tests.booking","Tue Jan 20 11:39:22 UTC 2026","passed","Tue Jan 20 11:39:22 UTC 2026","TestBooking","test_booking","",""
"
        Negative test: Check availability with missing required parameter.
        Should return 400 Bad Request.
        ","22","GET /booking/unavailable - Missing checkin parameter (400)","tests.booking","Tue Jan 20 11:39:22 UTC 2026","passed","Tue Jan 20 11:39:22 UTC 2026","TestBooking","test_booking","",""
"
        Negative test: Filter bookings with non-numeric roomid values.
        API returns 500 INTERNAL_SERVER_ERROR for invalid room ID format.
        ","15","GET /booking?roomid= - Invalid room ID format (500)","tests.booking","Tue Jan 20 11:39:23 UTC 2026","passed","Tue Jan 20 11:39:23 UTC 2026","TestPrivateBooking","test_private_booking","",""
"
        Negative test: Attempt to retrieve all bookings without authentication.
        Should return 403 Forbidden.
        ","17","GET /booking - Retrieve all bookings without authentication (403)","tests.booking","Tue Jan 20 11:39:23 UTC 2026","passed","Tue Jan 20 11:39:23 UTC 2026","TestPrivateBooking","test_private_booking","",""
"
        Positive test: Raw API login method.
        Validates status code and token presence in cookies.
        ","62","POST /auth/login - Raw API method returns 200 with token cookie","tests.auth","Tue Jan 20 11:39:21 UTC 2026","passed","Tue Jan 20 11:39:21 UTC 2026","TestAuthentication","test_authentication","",""
"
        Positive test: Raw API validate method with valid token.
        Validates status code 200.
        ","15","POST /auth/validate - Raw API method for valid token returns 200","tests.auth","Tue Jan 20 11:39:21 UTC 2026","passed","Tue Jan 20 11:39:21 UTC 2026","TestAuthentication","test_authentication","",""
"","25","test_check_health[service0]","tests","Tue Jan 20 11:39:25 UTC 2026","passed","Tue Jan 20 11:39:25 UTC 2026","TestHealth","test_api_health","",""
"
        Negative test: Filter bookings with non-existent roomid.
        Should return 200 OK with empty bookings list.
        ","22","GET /booking?roomid=9999 - Query non-existent room ID","tests.booking","Tue Jan 20 11:39:23 UTC 2026","passed","Tue Jan 20 11:39:23 UTC 2026","TestPrivateBooking","test_private_booking","",""
"
        Positive test: Filter bookings using roomid query parameter.
        Verifies filtering functionality and that only bookings for specified room are returned.
        ","23","GET /booking?roomid={roomid} - Filter bookings by room ID","tests.booking","Tue Jan 20 11:39:23 UTC 2026","passed","Tue Jan 20 11:39:23 UTC 2026","TestPrivateBooking","test_private_booking","",""
"
        Positive test: Use convenience method get_booking_summary().
        Returns parsed Pydantic model GetSummaryResponseSchema.
        ","5","GET /booking/summary - High-level method for getting summary","tests.booking","Tue Jan 20 11:39:23 UTC 2026","passed","Tue Jan 20 11:39:23 UTC 2026","TestBooking","test_booking","",""
"
        Positive test: Use convenience method get_unavailable_rooms().
        Returns parsed Pydantic model UnavailableDatesResponseSchema.
        ","6","GET /booking/unavailable - High-level method for checking availability","tests.booking","Tue Jan 20 11:39:22 UTC 2026","passed","Tue Jan 20 11:39:22 UTC 2026","TestBooking","test_booking","",""
"
        Positive test: High-level validate method after logout.
        Returns False for invalidated token.
        ","16","POST /auth/validate - High-level method returns False after logout","tests.auth","Tue Jan 20 11:39:21 UTC 2026","passed","Tue Jan 20 11:39:21 UTC 2026","TestAuthentication","test_authentication","",""
"
        Positive test: Successfully update existing booking.
        Validates update response and ensures data is correctly updated.
        ","49","PUT /booking/{id} - Update booking successfully","tests.booking","Tue Jan 20 11:39:24 UTC 2026","passed","Tue Jan 20 11:39:24 UTC 2026","TestPrivateBooking","test_private_booking","",""
"
        Positive test: Successfully delete a booking.
        Validates 202 Accepted status and verifies booking is no longer accessible.
        ","24","DELETE /booking/{id} - Delete booking successfully (202)","tests.booking","Tue Jan 20 11:39:24 UTC 2026","passed","Tue Jan 20 11:39:24 UTC 2026","TestPrivateBooking","test_private_booking","",""
"
        Negative test: Update booking with invalid data (empty firstname).
        Should return 400 Bad Request with validation error details.
        ","7","PUT /booking/{id} - Update booking with empty firstname (400)","tests.booking","Tue Jan 20 11:39:24 UTC 2026","passed","Tue Jan 20 11:39:24 UTC 2026","TestPrivateBooking","test_private_booking","",""
"","36","test_check_health[service3]","tests","Tue Jan 20 11:39:25 UTC 2026","passed","Tue Jan 20 11:39:25 UTC 2026","TestHealth","test_api_health","",""
"","26","test_check_health[service4]","tests","Tue Jan 20 11:39:25 UTC 2026","passed","Tue Jan 20 11:39:25 UTC 2026","TestHealth","test_api_health","",""
"
        Positive test: Use convenience method get_bookings_by_room().
        Returns parsed Pydantic model GetBookingsResponseSchema with filtered results.
        ","17","GET /booking?roomid={roomid} - High-level method for filtered bookings","tests.booking","Tue Jan 20 11:39:23 UTC 2026","passed","Tue Jan 20 11:39:23 UTC 2026","TestPrivateBooking","test_private_booking","",""
