"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","32","test_check_health[service3]","tests","Mon Jan 05 06:29:45 UTC 2026","passed","Mon Jan 05 06:29:45 UTC 2026","TestHealth","test_api_health","",""
"","50","User logs in with valid credentials and receives token","tests.auth","Mon Jan 05 06:29:44 UTC 2026","passed","Mon Jan 05 06:29:44 UTC 2026","TestAuthentication","test_authentication","",""
"","26","test_check_health[service4]","tests","Mon Jan 05 06:29:45 UTC 2026","passed","Mon Jan 05 06:29:45 UTC 2026","TestHealth","test_api_health","",""
"","17","Checking logout after logout","tests.auth","Mon Jan 05 06:29:45 UTC 2026","passed","Mon Jan 05 06:29:45 UTC 2026","TestAuthentication","test_authentication","",""
"","21","Checking that the token is not valid after logging out","tests.auth","Mon Jan 05 06:29:45 UTC 2026","passed","Mon Jan 05 06:29:45 UTC 2026","TestAuthentication","test_authentication","",""
"","26","test_check_health[service5]","tests","Mon Jan 05 06:29:45 UTC 2026","passed","Mon Jan 05 06:29:45 UTC 2026","TestHealth","test_api_health","",""
"","26","test_check_health[service0]","tests","Mon Jan 05 06:29:45 UTC 2026","passed","Mon Jan 05 06:29:45 UTC 2026","TestHealth","test_api_health","",""
"","17","Checking the response to see if the token is valid","tests.auth","Mon Jan 05 06:29:44 UTC 2026","passed","Mon Jan 05 06:29:44 UTC 2026","TestAuthentication","test_authentication","",""
"","13","Checking the logout","tests.auth","Mon Jan 05 06:29:45 UTC 2026","passed","Mon Jan 05 06:29:45 UTC 2026","TestAuthentication","test_authentication","",""
"","9","Checking the response using an invalid token","tests.auth","Mon Jan 05 06:29:45 UTC 2026","passed","Mon Jan 05 06:29:45 UTC 2026","TestAuthentication","test_authentication","",""
"","27","test_check_health[service2]","tests","Mon Jan 05 06:29:45 UTC 2026","passed","Mon Jan 05 06:29:45 UTC 2026","TestHealth","test_api_health","",""
"","0","Checking the response on the missing token","tests.auth","Mon Jan 05 06:29:45 UTC 2026","passed","Mon Jan 05 06:29:45 UTC 2026","TestAuthentication","test_authentication","",""
"","6","Checking the logout on an invalid token","tests.auth","Mon Jan 05 06:29:45 UTC 2026","passed","Mon Jan 05 06:29:45 UTC 2026","TestAuthentication","test_authentication","",""
"","27","test_check_health[service1]","tests","Mon Jan 05 06:29:45 UTC 2026","passed","Mon Jan 05 06:29:45 UTC 2026","TestHealth","test_api_health","",""
