"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"
        Negative test: Get summary with non-numeric roomid.
        API returns 500 INTERNAL_SERVER_ERROR.
        ","10","GET /booking/summary - Invalid roomid (non-number) (500)","tests.booking","Sun Feb 01 03:47:26 UTC 2026","passed","Sun Feb 01 03:47:26 UTC 2026","TestBooking","test_booking","",""
"
        Negative test: Request booking with non-existent ID.
        Should return 404 Not Found.
        ","14","GET /booking/9999 - Retrieve non-existent booking (404)","tests.booking","Sun Feb 01 03:47:27 UTC 2026","passed","Sun Feb 01 03:47:27 UTC 2026","TestPrivateBooking","test_private_booking","",""
"
        Positive test: Create booking with full validation.
        Validates response structure and JSON schema compliance.
        ","560","POST /booking - Create booking successfully (201)","tests.booking","Sun Feb 01 03:47:25 UTC 2026","passed","Sun Feb 01 03:47:25 UTC 2026","TestBooking","test_booking","",""
"
        Negative test: Delete already deleted booking (idempotent operation).
        Should return 404 Not Found on second attempt.
        ","23","DELETE /booking/{id} - Delete already deleted booking (404)","tests.booking","Sun Feb 01 03:47:28 UTC 2026","passed","Sun Feb 01 03:47:28 UTC 2026","TestPrivateBooking","test_private_booking","",""
"
        Negative test: Update booking with non-existent ID.
        Should return 404 Not Found.
        ","16","PUT /booking/9999 - Update non-existent booking (404)","tests.booking","Sun Feb 01 03:47:28 UTC 2026","passed","Sun Feb 01 03:47:28 UTC 2026","TestPrivateBooking","test_private_booking","",""
"
        Positive test: High-level validate method.
        Returns True for valid token.
        ","14","POST /auth/validate - High-level method returns True for valid token","tests.auth","Sun Feb 01 03:47:24 UTC 2026","passed","Sun Feb 01 03:47:24 UTC 2026","TestAuthentication","test_authentication","",""
"
        Positive test: Raw API logout method.
        Validates status code 200.
        ","12","POST /auth/logout - Raw API method returns 200 for valid token","tests.auth","Sun Feb 01 03:47:24 UTC 2026","passed","Sun Feb 01 03:47:25 UTC 2026","TestAuthentication","test_authentication","",""
"
        Negative test: High-level logout method for already logged out token.
        Returns False for second logout attempt.
        ","15","POST /auth/logout - High-level method returns False for second logout","tests.auth","Sun Feb 01 03:47:25 UTC 2026","passed","Sun Feb 01 03:47:25 UTC 2026","TestAuthentication","test_authentication","",""
"
        Positive test: Check availability during already booked period.
        Should return the room as unavailable.
        ","9","GET /booking/unavailable - Check availability during booked period","tests.booking","Sun Feb 01 03:47:25 UTC 2026","passed","Sun Feb 01 03:47:26 UTC 2026","TestBooking","test_booking","",""
"
        Negative test: Create booking without required firstname field.
        Should return 400 Bad Request with validation error.
        ","8","POST /booking - Create booking without firstname field (400)","tests.booking","Sun Feb 01 03:47:25 UTC 2026","passed","Sun Feb 01 03:47:25 UTC 2026","TestBooking","test_booking","",""
"
        Negative test: Request booking with non-numeric ID in path.
        Should return 404 Not Found.
        ","11","GET /booking/one - Retrieve booking with invalid ID format (404)","tests.booking","Sun Feb 01 03:47:27 UTC 2026","passed","Sun Feb 01 03:47:27 UTC 2026","TestPrivateBooking","test_private_booking","",""
"","25","test_check_health[service0]","tests","Sun Feb 01 03:47:28 UTC 2026","passed","Sun Feb 01 03:47:28 UTC 2026","TestHealth","test_api_health","",""
"
        Negative test: Create booking with firstname less than 3 characters.
        Should return 400 Bad Request with validation error.
        ","9","POST /booking - Create booking with short firstname (400)","tests.booking","Sun Feb 01 03:47:25 UTC 2026","passed","Sun Feb 01 03:47:25 UTC 2026","TestBooking","test_booking","",""
"
        Negative test: Create booking with roomid=0 (must be >=1).
        Should return 400 Bad Request with validation error.
        ","38","POST /booking - Create booking with roomid=0 (400)","tests.booking","Sun Feb 01 03:47:25 UTC 2026","passed","Sun Feb 01 03:47:25 UTC 2026","TestBooking","test_booking","",""
"
        Positive test: Get booking summary for existing room ID.
        Validates response structure and JSON schema.
        ","16","GET /booking/summary - Get booking summary for valid room ID","tests.booking","Sun Feb 01 03:47:26 UTC 2026","passed","Sun Feb 01 03:47:26 UTC 2026","TestBooking","test_booking","",""
"
        Negative test: Filter bookings with non-numeric roomid values.
        API returns 500 INTERNAL_SERVER_ERROR for invalid room ID format.
        ","16","GET /booking?roomid=one - Invalid room ID format (500)","tests.booking","Sun Feb 01 03:47:27 UTC 2026","passed","Sun Feb 01 03:47:27 UTC 2026","TestPrivateBooking","test_private_booking","",""
"","25","test_check_health[service1]","tests","Sun Feb 01 03:47:28 UTC 2026","passed","Sun Feb 01 03:47:28 UTC 2026","TestHealth","test_api_health","",""
"
        Negative test: Filter bookings with non-existent roomid.
        Should return 200 OK with empty bookings list.
        ","29","GET /booking?roomid=9999 - Query non-existent room ID","tests.booking","Sun Feb 01 03:47:27 UTC 2026","passed","Sun Feb 01 03:47:27 UTC 2026","TestPrivateBooking","test_private_booking","",""
"
        Positive test: Use convenience method get_bookings_by_room().
        Returns parsed Pydantic model GetBookingsResponseSchema with filtered results.
        ","16","GET /booking?roomid={roomid} - High-level method for filtered bookings","tests.booking","Sun Feb 01 03:47:26 UTC 2026","passed","Sun Feb 01 03:47:26 UTC 2026","TestPrivateBooking","test_private_booking","",""
"
        Positive test: Filter bookings using roomid query parameter.
        Verifies filtering functionality and that only bookings for specified room are returned.
        ","21","GET /booking?roomid={roomid} - Filter bookings by room ID","tests.booking","Sun Feb 01 03:47:26 UTC 2026","passed","Sun Feb 01 03:47:26 UTC 2026","TestPrivateBooking","test_private_booking","",""
"
        Negative test: Update booking with invalid data (empty firstname).
        Should return 400 Bad Request with validation error details.
        ","9","PUT /booking/{id} - Update booking with empty firstname (400)","tests.booking","Sun Feb 01 03:47:28 UTC 2026","passed","Sun Feb 01 03:47:28 UTC 2026","TestPrivateBooking","test_private_booking","",""
"","26","test_check_health[service4]","tests","Sun Feb 01 03:47:28 UTC 2026","passed","Sun Feb 01 03:47:28 UTC 2026","TestHealth","test_api_health","",""
"
        Negative test: High-level validate method.
        Returns False for invalid token.
        ","6","POST /auth/validate - High-level method returns False for invalid token","tests.auth","Sun Feb 01 03:47:24 UTC 2026","passed","Sun Feb 01 03:47:24 UTC 2026","TestAuthentication","test_authentication","",""
"
        Positive test: High-level logout method.
        Returns True for successful logout.
        ","14","POST /auth/logout - High-level method returns True for valid token","tests.auth","Sun Feb 01 03:47:25 UTC 2026","passed","Sun Feb 01 03:47:25 UTC 2026","TestAuthentication","test_authentication","",""
"
        Positive test: Get summary with non-positive roomid.
        API returns 200 OK with empty bookings list.
        ","10","GET /booking/summary - Get summary with non-positive roomid (empty list)","tests.booking","Sun Feb 01 03:47:26 UTC 2026","passed","Sun Feb 01 03:47:26 UTC 2026","TestBooking","test_booking","",""
"","26","test_check_health[service2]","tests","Sun Feb 01 03:47:28 UTC 2026","passed","Sun Feb 01 03:47:28 UTC 2026","TestHealth","test_api_health","",""
"
        Positive test: Use convenience method delete_booking().
        Method doesn't return a model (only validates status).
        ","21","DELETE /booking/{id} - High-level method for deleting booking","tests.booking","Sun Feb 01 03:47:28 UTC 2026","passed","Sun Feb 01 03:47:28 UTC 2026","TestPrivateBooking","test_private_booking","",""
"
        Negative test: Attempt to retrieve all bookings without authentication.
        Should return 403 Forbidden.
        ","17","GET /booking - Retrieve all bookings without authentication (403)","tests.booking","Sun Feb 01 03:47:26 UTC 2026","passed","Sun Feb 01 03:47:26 UTC 2026","TestPrivateBooking","test_private_booking","",""
"
        Negative test: Attempt to update booking without authentication.
        Should return 403 Forbidden.
        ","13","PUT /booking/{id} - Update booking without authentication (403)","tests.booking","Sun Feb 01 03:47:27 UTC 2026","passed","Sun Feb 01 03:47:27 UTC 2026","TestPrivateBooking","test_private_booking","",""
"
        Negative test: Get summary with non-numeric roomid.
        API returns 500 INTERNAL_SERVER_ERROR.
        ","8","GET /booking/summary - Invalid roomid (non-number) (500)","tests.booking","Sun Feb 01 03:47:26 UTC 2026","passed","Sun Feb 01 03:47:26 UTC 2026","TestBooking","test_booking","",""
"
        Negative test: Delete booking with non-existent ID.
        Should return 404 Not Found.
        ","19","DELETE /booking/9999 - Delete non-existent booking (404)","tests.booking","Sun Feb 01 03:47:28 UTC 2026","passed","Sun Feb 01 03:47:28 UTC 2026","TestPrivateBooking","test_private_booking","",""
"
        Positive test: Use convenience method update_booking().
        Returns parsed Pydantic model UpdateBookingResponseSchema.
        ","29","PUT /booking/{id} - High-level method for updating booking","tests.booking","Sun Feb 01 03:47:27 UTC 2026","passed","Sun Feb 01 03:47:27 UTC 2026","TestPrivateBooking","test_private_booking","",""
"
        Positive test: Get summary with non-positive roomid.
        API returns 200 OK with empty bookings list.
        ","10","GET /booking/summary - Get summary with non-positive roomid (empty list)","tests.booking","Sun Feb 01 03:47:26 UTC 2026","passed","Sun Feb 01 03:47:26 UTC 2026","TestBooking","test_booking","",""
"
        Positive test: High-level login method.
        Returns parsed token string.
        ","8","POST /auth/login - High-level method returns valid token","tests.auth","Sun Feb 01 03:47:24 UTC 2026","passed","Sun Feb 01 03:47:24 UTC 2026","TestAuthentication","test_authentication","",""
"
        Positive test: Successfully update existing booking.
        Validates update response and ensures data is correctly updated.
        ","45","PUT /booking/{id} - Update booking successfully","tests.booking","Sun Feb 01 03:47:27 UTC 2026","passed","Sun Feb 01 03:47:27 UTC 2026","TestPrivateBooking","test_private_booking","",""
"
        Positive test: Get summary with non-positive roomid.
        API returns 200 OK with empty bookings list.
        ","13","GET /booking/summary - Get summary with non-positive roomid (empty list)","tests.booking","Sun Feb 01 03:47:26 UTC 2026","passed","Sun Feb 01 03:47:26 UTC 2026","TestBooking","test_booking","",""
"
        Negative test: High-level logout method with invalid token.
        Returns False for invalid token.
        ","6","POST /auth/logout - High-level method returns False for invalid token","tests.auth","Sun Feb 01 03:47:25 UTC 2026","passed","Sun Feb 01 03:47:25 UTC 2026","TestAuthentication","test_authentication","",""
"
        Positive test: Retrieve all bookings with valid authentication.
        Validates response structure and JSON schema compliance.
        ","24","GET /booking - Retrieve all bookings successfully","tests.booking","Sun Feb 01 03:47:26 UTC 2026","passed","Sun Feb 01 03:47:26 UTC 2026","TestPrivateBooking","test_private_booking","",""
"","25","test_check_health[service5]","tests","Sun Feb 01 03:47:28 UTC 2026","passed","Sun Feb 01 03:47:28 UTC 2026","TestHealth","test_api_health","",""
"
        Negative test: Filter bookings with non-numeric roomid values.
        API returns 500 INTERNAL_SERVER_ERROR for invalid room ID format.
        ","14","GET /booking?roomid= - Invalid room ID format (500)","tests.booking","Sun Feb 01 03:47:26 UTC 2026","passed","Sun Feb 01 03:47:26 UTC 2026","TestPrivateBooking","test_private_booking","",""
"
        Positive test: Use convenience method create_booking().
        Returns parsed Pydantic model CreateBookingResponseSchema.
        ","20","POST /booking - High-level method for creating booking","tests.booking","Sun Feb 01 03:47:25 UTC 2026","passed","Sun Feb 01 03:47:25 UTC 2026","TestBooking","test_booking","",""
"
        Positive test: Successfully delete a booking.
        Validates 202 Accepted status and verifies booking is no longer accessible.
        ","23","DELETE /booking/{id} - Delete booking successfully (202)","tests.booking","Sun Feb 01 03:47:28 UTC 2026","passed","Sun Feb 01 03:47:28 UTC 2026","TestPrivateBooking","test_private_booking","",""
"
        Negative test: Attempt to retrieve booking without authentication.
        Should return 403 Forbidden.
        ","13","GET /booking/{id} - Retrieve booking without authentication (403)","tests.booking","Sun Feb 01 03:47:27 UTC 2026","passed","Sun Feb 01 03:47:27 UTC 2026","TestPrivateBooking","test_private_booking","",""
"","35","test_check_health[service3]","tests","Sun Feb 01 03:47:28 UTC 2026","passed","Sun Feb 01 03:47:28 UTC 2026","TestHealth","test_api_health","",""
"
        Negative test: Attempt to delete booking without authentication.
        Should return 403 Forbidden.
        ","13","DELETE /booking/{id} - Delete booking without authentication (403)","tests.booking","Sun Feb 01 03:47:28 UTC 2026","passed","Sun Feb 01 03:47:28 UTC 2026","TestPrivateBooking","test_private_booking","",""
"
        Negative test: Check availability with invalid date format.
        API returns 500 INTERNAL_SERVER_ERROR.
        ","8","GET /booking/unavailable - Invalid date format (500)","tests.booking","Sun Feb 01 03:47:26 UTC 2026","passed","Sun Feb 01 03:47:26 UTC 2026","TestBooking","test_booking","",""
"
        Positive test: Check availability for free date range.
        Should return empty list or list without conflicts.
        ","17","GET /booking/unavailable - Check availability for free date range","tests.booking","Sun Feb 01 03:47:25 UTC 2026","passed","Sun Feb 01 03:47:25 UTC 2026","TestBooking","test_booking","",""
